Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2006-08-14 00:00:00-04:00,7.607144649978924,7.740124887370978,7.598620088183981,7.639537334442139,2649500,0.0,0.0
2006-08-15 00:00:00-04:00,7.639537122398955,7.7605832950971125,7.639537122398955,7.745239734649658,1641000,0.0,0.0
2006-08-16 00:00:00-04:00,7.586688002692074,7.7196682747169,7.576458688463458,7.682161331176758,4979500,0.0,0.0
2006-08-17 00:00:00-04:00,7.665111625230788,7.757175446347114,7.636129247890831,7.6668171882629395,5644500,0.0,0.0
2006-08-18 00:00:00-04:00,7.791273629902267,7.871402582170551,7.786158566212231,7.857763767242432,4172000,0.0,0.0
2006-08-21 00:00:00-04:00,7.659996589194693,7.753764337830033,7.6582918392845265,7.721371650695801,1900500,0.0,0.0
2006-08-22 00:00:00-04:00,7.6787504884068145,7.716257425390269,7.627603926204806,7.675340175628662,1656000,0.0,0.0
2006-08-23 00:00:00-04:00,7.658295010179112,7.714555845244354,7.554297906076054,7.5730509757995605,5291000,0.0,0.0
2006-08-24 00:00:00-04:00,7.467349139363938,7.523609974566932,7.313910202284002,7.375286102294922,7074000,0.0,0.0
2006-08-25 00:00:00-04:00,7.245712304785121,7.450296927695296,7.204795055024275,7.35823392868042,4342500,0.0,0.0
2006-08-28 00:00:00-04:00,7.271285347749994,7.356529349076235,7.254237035252973,7.303678035736084,4014500,0.0,0.0
2006-08-29 00:00:00-04:00,7.303681327344819,7.354827913780616,7.257649806026308,7.34971284866333,2664000,0.0,0.0
2006-08-30 00:00:00-04:00,7.259351212438287,7.296858962860893,7.228663274714439,7.283219337463379,2946000,0.0,0.0
2006-08-31 00:00:00-04:00,7.336070642808779,7.424724143067209,7.327546080180768,7.400856018066406,3288000,0.0,0.0
2006-09-01 00:00:00-04:00,7.416199957636612,7.516787525511456,7.40426589452923,7.4758710861206055,2530000,0.0,0.0
2006-09-05 00:00:00-04:00,7.477577151990343,7.513379347612688,7.450298707982446,7.479281902313232,2023500,0.0,0.0
2006-09-06 00:00:00-04:00,7.330956473857181,7.3855117242052835,7.300268535826088,7.303678035736084,3932000,0.0,0.0
2006-09-07 00:00:00-04:00,7.288335648703437,7.288335648703437,7.187748068611764,7.225255012512207,2921500,0.0,0.0
2006-09-08 00:00:00-04:00,7.174110095944646,7.271287374036215,7.174110095944646,7.250828742980957,1472500,0.0,0.0
2006-09-11 00:00:00-04:00,7.16047044396397,7.177519574105189,7.087161298019624,7.1434221267700195,4179500,0.0,0.0
2006-09-12 00:00:00-04:00,7.109322124068739,7.197975617864132,7.099092812250272,7.175812244415283,3319500,0.0,0.0
2006-09-13 00:00:00-04:00,7.196272632708694,7.255942955492847,7.153650625171224,7.225255012512207,2641500,0.0,0.0
2006-09-14 00:00:00-04:00,7.221842899600508,7.28492270002588,7.194564466947554,7.240596771240234,2374000,0.0,0.0
2006-09-15 00:00:00-04:00,7.194565944378563,7.261056070631351,7.186042194561834,7.189451694488525,2298500,0.0,0.0
2006-09-18 00:00:00-04:00,7.160469582709684,7.245713597268178,7.150240268444778,7.208206653594971,2800500,0.0,0.0
2006-09-19 00:00:00-04:00,7.160468573814943,7.1706978866385604,7.059881008505249,7.119552135467529,3798500,0.0,0.0
2006-09-20 00:00:00-04:00,7.056471249954899,7.126370874232197,7.051357000204035,7.0820441246032715,2350000,0.0,0.0
2006-09-21 00:00:00-04:00,7.095685502967875,7.133192449248818,7.036014363449322,7.06840705871582,2095500,0.0,0.0
2006-09-22 00:00:00-04:00,7.0667021046018546,7.0667021046018546,6.940541640797354,6.966114521026611,4385000,0.0,0.0
2006-09-25 00:00:00-04:00,6.984866659147475,6.989980908739736,6.903032162095273,6.96099853515625,3602500,0.0,0.0
2006-09-26 00:00:00-04:00,6.938837588062924,7.0087372346216785,6.913263892315563,7.000212669372559,4918500,0.0,0.0
2006-09-27 00:00:00-04:00,7.0526869987949965,7.153537373941367,7.0526869987949965,7.0954203605651855,5870000,0.0214,0.0
2006-09-28 00:00:00-04:00,7.039012871622844,7.049268911517327,6.980895855601518,7.035594463348389,4794500,0.0,0.0
2006-09-29 00:00:00-04:00,6.888591878939678,6.938162056090172,6.883463451779001,6.8988471031188965,4044000,0.0,0.0
2006-10-02 00:00:00-04:00,6.815090593899551,6.8544055479884864,6.770648027575238,6.7911601066589355,8779500,0.0,0.0
2006-10-03 00:00:00-04:00,6.664670233495441,6.722787660303295,6.606553214223169,6.683473110198975,8440000,0.0,0.0
2006-10-04 00:00:00-04:00,6.483481358285516,6.645867574293573,6.461260073751712,6.635611534118652,12724000,0.0,0.0
2006-10-05 00:00:00-04:00,6.49544646525723,6.563819521596428,6.469806772897812,6.558691501617432,12673000,0.0,0.0
2006-10-06 00:00:00-04:00,6.49544825048107,6.49544825048107,6.389469821013735,6.45784330368042,8502000,0.0,0.0
2006-10-09 00:00:00-04:00,6.447585672524878,6.4510040809178895,6.401433491399043,6.421945571899414,4866500,0.0,0.0
2006-10-10 00:00:00-04:00,6.375794461226916,6.409980993925,6.365538419910368,6.408271789550781,6960000,0.0,0.0
2006-10-11 00:00:00-04:00,6.423654066169409,6.702274696186154,6.423654066169409,6.6048431396484375,13956500,0.0,0.0
2006-10-12 00:00:00-04:00,6.630483710590243,6.695438361933259,6.599715996688951,6.674926280975342,8116500,0.0,0.0
2006-10-13 00:00:00-04:00,6.837311079056275,6.997987654673651,6.815089798487638,6.953545093536377,12599500,0.0,0.0
2006-10-16 00:00:00-04:00,6.9672222723325845,7.015083254400814,6.931325720710192,6.991152763366699,7070500,0.0,0.0
2006-10-17 00:00:00-04:00,6.8356044862964485,6.837313690828317,6.745010125536967,6.787743091583252,7768500,0.0,0.0
2006-10-18 00:00:00-04:00,6.890301013842896,6.967220899912814,6.830474390506789,6.883463382720947,5874500,0.0,0.0
2006-10-19 00:00:00-04:00,6.680053227366631,6.823636955919163,6.572365634719991,6.7826128005981445,16862000,0.0,0.0
2006-10-20 00:00:00-04:00,6.815090705510119,6.886882168407695,6.78945060623559,6.856114864349365,5277000,0.0,0.0
2006-10-23 00:00:00-04:00,6.832183408302845,6.950127040212157,6.815090146034924,6.897137641906738,4592500,0.0,0.0
2006-10-24 00:00:00-04:00,6.914231118560993,6.951836049978613,6.893719041398286,6.919358730316162,3915500,0.0,0.0
2006-10-25 00:00:00-04:00,6.921068200307755,6.975766803154134,6.881754063460354,6.967220783233643,3664500,0.0,0.0
2006-10-26 00:00:00-04:00,6.967222051480298,7.242423504720294,6.967222051480298,7.2304582595825195,14363000,0.0,0.0
2006-10-27 00:00:00-04:00,7.109096249272554,7.144991987010732,7.0680728983166,7.086874961853027,11085000,0.0,0.0
2006-10-30 00:00:00-05:00,7.05952626426306,7.133026946259381,7.044141794024745,7.102259635925293,5684000,0.0,0.0
2006-10-31 00:00:00-05:00,7.0731996036033244,7.093711683983951,6.977476833517449,7.004826545715332,6753500,0.0,0.0
2006-11-01 00:00:00-05:00,7.076618255540623,7.076618255540623,6.974058665178721,6.977477073669434,7993500,0.0,0.0
2006-11-02 00:00:00-05:00,6.92619799821671,6.9826058162118505,6.922779589571916,6.934744834899902,2682000,0.0,0.0
